name,uiid,playtime,xp,level,money,driven,drift,skill,created_at
Mcclung5,clrjenzhj0cdwpq0itbtofc3q,205702,23,1,12,6629.07,874.184,25,2024-01-18T16:07:40.135Z
Mad-BroGdon,clrjem07v0brroy0i2gv3uopv,300291,38,1,15,11591.5,0,25,2024-01-18T16:06:07.771Z
MaRLin8,clrjelqs80cdtpq0i4b6vhav8,684609,80,2,74,24585.2,0,19.36359655278121,2024-01-18T16:05:55.544Z
Higher_bret,clrjekxnr0brhoy0ii7hb7lk2,164650,44,1,9,6570.76,2596.66,25,2024-01-18T16:05:17.800Z
chavis,clrjekody0cdqpq0indrzzxi2,280784,35,1,10,9089.94,8.78069,25,2024-01-18T16:05:05.783Z
vagrancy,clrjekns70cdnpq0i48z6frwa,799477,92,2,91,25180.84,0,22.32804595728441,2024-01-18T16:05:05.000Z
main-Kurtis,clrjekizk0cdkpq0iiw6298li,503048,58,2,145,16775.6,0,26.0389322842726,2024-01-18T16:04:58.784Z
own.Sunshine,clrjejccw0breoy0iyu7pdh9g,517124,99,2,106,18827.89,5961.43,17.57932204891382,2024-01-18T16:04:03.536Z
Simon21,clrjeiood0cd8pq0iwit19eq1,252726,47,1,6,9282.12,1033.18,25,2024-01-18T16:03:32.845Z
lucky_chang,clrjegtvw0br9oy0ipf1rtj88,647852,144,3,107,27054.09,11925.21,32.96714805251177,2024-01-18T16:02:06.284Z
Whitton,clrjefacg0cd5pq0iwuehrl4n,206795,26,1,15,7574.73,0,21.53507741778469,2024-01-18T16:00:54.304Z
joshua0,clrjee97c0cd2pq0i1s95idia,253630,37,1,15,11069.8,0,19.65222546737575,2024-01-18T16:00:06.168Z
gloomy-Chi,clrjee8dz0bqwoy0iwy0duzht,240385,34,1,12,9508.81,0,20.92130903233937,2024-01-18T16:00:05.111Z
Localmonte,clrjecxfl0cczpq0iffnm6jt6,241151,35,1,15,10389.4,149.478,25,2024-01-18T15:59:04.258Z
Hilliary,clrje4grs0ccspq0ibq9gdln7,251111,34,1,15,9834.54,936.91,25,2024-01-18T15:52:29.417Z
Kight272,clrje4fqr0ccppq0ixtlsmt53,286322,32,1,15,9750.8,0,25,2024-01-18T15:52:28.083Z
wacky.cohla,clrje2uju088prl0i9uphf9gp,252668,32,1,0,9509.38,0,25,2024-01-18T15:51:13.962Z
solid-Aaron,clrje20q80ccdpq0ihypgv3q1,229118,61,2,50,9090.39,4463.66,25,2024-01-18T15:50:35.312Z
hung72,clrje1y660bq3oy0i9m7a5nvc,332485,31,1,10,9936.95,29.6606,13.45520434186969,2024-01-18T15:50:31.998Z
lousy.Balky,clrje0rvt0ccapq0imynp28xi,264932,32,1,5,9575.68,7.55672,25,2024-01-18T15:49:37.194Z
broadgrunt,clrje03rq0bpyoy0ikafzxngu,246430,49,1,53,9199.45,2146.98,24.13519461337425,2024-01-18T15:49:05.942Z
bestyarrow,clrjdzf8w0cc5pq0imls8otw9,181633,26,1,15,6829.67,0,13.23260257288548,2024-01-18T15:48:34.161Z
faery,clrjdz6uo0cc2pq0ifq7pww5r,463593,64,2,73,17810.26,1956.5624,23.45833831439468,2024-01-18T15:48:23.280Z
Message89,clrjdyz0f0cbzpq0irbnxyivh,270957,36,1,15,10603.1,0,25,2024-01-18T15:48:13.119Z
arabian2,clrjdy9bj0cbupq0iyrflneba,213834,26,1,15,7393.1,23.7646,24.78527100815878,2024-01-18T15:47:39.824Z
Isiah946,clrjdwcmx0cbnpq0iu7oo2lvs,245102,41,1,5,9272.36,1827.17,25,2024-01-18T15:46:10.809Z
Ritual_jame,clrjdw1pp0cbipq0ipg1g1xhd,262997,35,1,11,10408.7,349.024,25,2024-01-18T15:45:56.653Z
torn95,clrjdvxuu0bppoy0ior9w0y1c,412293,62,2,65,16302.26,144.7025,29.57681658028557,2024-01-18T15:45:51.655Z
Grimy-Kraig,clrjdvwqg088mrl0iph8mkg9u,234518,35,1,4,9037.35,34.5821,13.78899895144128,2024-01-18T15:45:50.200Z
Shakysight,clrjduzgs088jrl0ibcgpj2e8,248301,34,1,14,9237.36,0,25,2024-01-18T15:45:07.085Z
brice74,clrjduson0cbfpq0irstr5zf8,269398,35,1,1,9600.91,883.551,25,2024-01-18T15:44:58.295Z
sure-carter,clrjdt5mo0cb9pq0inxc5p3tn,440330,56,2,61,16138.27,220.1675,26.17611338032295,2024-01-18T15:43:41.761Z
tamarisk,clrjdsevl0cb6pq0ict1xu69o,342297,31,1,20,9482.84,4.97734,12.34082964088622,2024-01-18T15:43:07.090Z
Omer572,clrjdrthw0cb3pq0ilw8z4umg,515711,73,2,160,21005.2,0,32.43262168202301,2024-01-18T15:42:39.380Z
Jeane,clrjdqtav088grl0ichsfnodp,243689,41,1,9,9222.03,1693.43,25,2024-01-18T15:41:52.471Z
Kier,clrjdpim90caypq0it09ac86z,259431,32,1,14,9774.91,0,25,2024-01-18T15:40:51.969Z
Rural.lonny,clrjdpg1i0cavpq0izx1pbp8n,219160,26,1,13,7730.87,11.6292,17.57387743699783,2024-01-18T15:40:48.631Z
topic.Scrag,clrjdoo2f0caqpq0i59ujhzw0,394747,38,1,11,11440.8,0,25,2024-01-18T15:40:12.375Z
CalmPintle,clrjdoe1q0canpq0ibxvdc5ig,187086,26,1,15,7061.42,0,25,2024-01-18T15:39:59.391Z
55_Eloy0,clrjdnn0h0caipq0ie8nox5ue,779752,111,3,129,26514.61,3940.679999999999,25.39536178525133,2024-01-18T15:39:24.353Z
paddedOlid,clrjdl7ec0cabpq0izqvie06s,233177,77,2,59,9021.42,6403.48,25,2024-01-18T15:37:30.804Z
Darkly-Aldo,clrjdkkvp0bpaoy0imt4i5sgn,298064,34,1,15,10013.9,0,35.97544464441041,2024-01-18T15:37:01.621Z
Persis,clrjdi7ax0bp5oy0i3lg6p5ug,785341,107,3,137,30713.87,14.6022,29.84738339036843,2024-01-18T15:35:10.714Z
unevennick,clrjdf6rw0c9xpq0if3ix5zxt,251118,32,1,9,9373.26,0,25,2024-01-18T15:32:50.061Z
marrilee,clrjddwpx0c9upq0ipn6y1oaf,463175,91,2,53,17931.24,2506.76,40.66542503945418,2024-01-18T15:31:50.373Z
schoen,clrjdctx50c9lpq0ii88wqasq,195338,26,1,15,7108.26,0,17.0024676388068,2024-01-18T15:31:00.089Z
bead0,clrjdcnhl0885rl0i8dbi8mt2,717217,137,3,133,28905.92,7518.900000000001,34.23111635271297,2024-01-18T15:30:51.753Z
Cagey,clrjdbs9h0bp0oy0imp7ujoyr,196116,26,1,15,7194.46,0,25,2024-01-18T15:30:11.285Z
Situated,clrjd8qtk0boxoy0i2j7uwjow,330631,35,1,15,10277.7,470.808,23.03947506804979,2024-01-18T15:27:49.448Z
jiggered6,clrjd8clp0bouoy0ivcrdkpkd,233852,46,1,7,8916.91,2064.05,25,2024-01-18T15:27:31.022Z
Marshy,clrjd7f680c9epq0i4xbq925u,184798,26,1,12,7101.67,0,18.30300781603471,2024-01-18T15:26:47.696Z
Vito,clrjd5kpk0boroy0ic54ix6ox,237871,38,1,4,8771.14,164.339,25,2024-01-18T15:25:21.560Z
Grover673,clrjd3uvz0c93pq0ifb8qf06v,231597,38,1,3,8737.69,0,25,2024-01-18T15:24:01.440Z
accursed,clrjczs9f0c8spq0ipl7r3h5p,194955,33,1,12,7216.22,1018.32,10.98932492332298,2024-01-18T15:20:51.412Z
sAfelyndon,clrjcwm4b0bocoy0iji1jiuou,508507,72,2,68,19773.94,656.101,39.19985356302318,2024-01-18T15:18:23.483Z
loftyrawls,clrjcvsm40c8lpq0ivieuaglb,1659844,219,4,217,62887.23,0,28.51378738395107,2024-01-18T15:17:45.244Z
ottoman48,clrjcvrzz0c8ipq0i6fxjkpue,232069,32,1,2,8454.7,0,25,2024-01-18T15:17:44.447Z
filthyGail,clrjcvhwx0bo5oy0iublmpdqa,482763,73,2,65,18673.57,1455.584,34.10683806829244,2024-01-18T15:17:31.378Z
tense_Skyla,clrjcv9tk0c8fpq0iaxzgbnxw,262840,32,1,0,9680.77,0,25,2024-01-18T15:17:20.889Z
ditzy_dario,clrjcv4ii0c8cpq0ip0vgonko,166988,36,1,9,6686.07,2890.44,25,2024-01-18T15:17:14.010Z
hAl38,clrjct2rs0bnxoy0irr17axvg,234687,23,1,10,6936.53,0,25,2024-01-18T15:15:38.440Z
Many_Turkic,clrjct0cw0bnuoy0ie0kj1uwm,256701,40,1,13,10173.2,530.975,25,2024-01-18T15:15:35.312Z
mcgehee,clrjcrjsl0bnooy0i66j3d342,245046,32,1,6,9438.55,0,25,2024-01-18T15:14:27.189Z
Shorttracy,clrjcr61x0c89pq0iymrva4fq,247173,32,1,24,9637.92,0,25,2024-01-18T15:14:09.382Z
DEmmer,clrjcq5zr0c84pq0ipn4am8fe,247697,49,1,50,9161.55,2436.96,16.30747616384625,2024-01-18T15:13:22.647Z
crumb6,clrjco6em0bnjoy0i8u4niemu,244178,35,1,13,10427.5,0,25,2024-01-18T15:11:49.870Z
prayer,clrjco2xu087jrl0iqwyjdtmw,258004,43,1,5,9704.23,2659.91,25,2024-01-18T15:11:45.378Z
herwin49,clrjcnars0c7ypq0imxf6aojk,233395,26,1,26,7528.67,0,22.6859427784688,2024-01-18T15:11:08.873Z
Stevie0,clrjcn715087grl0iv58lxi8s,172161,30,1,10,6793.26,1066.57,25,2024-01-18T15:11:04.025Z
filia,clrjcmsdq0c7spq0iavr2jx31,306641,32,1,7,9693.37,0,12.51517118521519,2024-01-18T15:10:45.039Z
Comfyelvin,clrjcmko30c7ppq0id9l060uj,180034,23,1,4,6681.58,0,25,2024-01-18T15:10:35.043Z
fithaywood,clrjcmjm20c7mpq0icgbyh5z8,178660,23,1,6,6756.01,453.35,25,2024-01-18T15:10:33.674Z
Account204,clrjcltjb0c7jpq0ielak8f95,261679,32,1,7,9585.42,0,24.99999999991746,2024-01-18T15:09:59.879Z
deAn33,clrjclq8s0c7dpq0ie4ocmq8g,257414,33,1,4,9222.9,0,25,2024-01-18T15:09:55.612Z
henning8,clrjckw8j0c75pq0idw2hzmrd,182905,23,1,10,6594.9,0,25,2024-01-18T15:09:16.724Z
scourge,clrjcftdl0c6upq0ixdmbyguc,247587,32,1,15,8930.38,0,25,2024-01-18T15:05:19.737Z
Easy.Dalton,clrjcfobx0c6rpq0iebj9jik0,241241,71,2,64,9420.63,5097.13,25,2024-01-18T15:05:13.197Z
Animal_mac,clrjce26d0bmnoy0ix5r6hbvq,166666,37,1,6,6664.83,2895.84,25,2024-01-18T15:03:57.830Z
73Mack,clrjcbgzy0c6epq0i3vnqqr26,280227,32,1,10,9942.16,0,25,2024-01-18T15:01:57.070Z
nina6,clrjcasaz0c6bpq0io1cuw6h6,298819,32,1,11,9829.62,0,25,2024-01-18T15:01:25.067Z
soundTrent,clrjca0o80c68pq0irbo2ckvc,176915,25,1,5,6514,0,16.30747616384625,2024-01-18T15:00:49.256Z
Wes710,clrjc9rtu0c65pq0ipg30jzwi,448389,58,2,67,16703.54,0,22.82201200290304,2024-01-18T15:00:37.794Z
Sung0,clrjc8o7h0875rl0irsra4ry2,242991,32,1,8,9301.25,29.4434,25,2024-01-18T14:59:46.445Z
jospeh0,clrjc6t5h086wrl0ijapzrr1h,424216,73,2,71,16550.49,2745.3,24.28143714158973,2024-01-18T14:58:19.541Z
37.Phil,clrjc6gwp0c5ypq0itzupisxq,291121,32,1,15,9760.31,168.524,25,2024-01-18T14:58:03.673Z
12.Robt48,clrjc6f5s0c5vpq0ict7j8wz8,207606,26,1,12,7454.03,0,15.02568883756104,2024-01-18T14:58:01.409Z
conall,clrjc6dpw086trl0ivc2z3dxu,166678,28,1,12,6583.99,407.002,25,2024-01-18T14:57:59.540Z
Hal,clrjc697t0c5qpq0iibafkmxy,199703,26,1,15,7185.49,142.55,25,2024-01-18T14:57:53.705Z
pained-Avis,clrjc135c086orl0iey1od91d,763366,103,2,69,29064.13,1023.871,30.91525839156767,2024-01-18T14:53:52.560Z
Ferallloyd,clrjc08920blwoy0iveekyivv,497772,69,2,59,18784.67,1070.801,33.38549175001451,2024-01-18T14:53:12.519Z
terence0,clrjby6v1086jrl0i7ez4b5x7,238681,37,1,15,10676,0,18.04282245371844,2024-01-18T14:51:37.406Z
Marocain8,clrjbvfnf0c5ipq0i2peh12tg,184558,28,1,13,6457.31,0,15.21673606963657,2024-01-18T14:49:28.827Z
Walter680,clrjbve380c5fpq0iydmupfz1,182537,44,1,12,6779.87,2173.56,25,2024-01-18T14:49:26.804Z
Clunky_Wade,clrjbuzy70c5apq0if3fxtk8j,260102,32,1,6,9223.97,63.4093,25,2024-01-18T14:49:08.479Z
Wilbert0,clrjbu3no086grl0idc3lu7dw,447799,57,2,73,17827.91,7.04527,26.7680719418724,2024-01-18T14:48:26.628Z
Knew,clrjbtqj10c55pq0ir149t2l2,335604,32,1,12,9442.6,0,19.03524719707233,2024-01-18T14:48:09.614Z
latarsha,clrjbsaia0c52pq0ihs28xk3i,179606,44,1,14,6490.37,2617.84,16.30747616384625,2024-01-18T14:47:02.195Z
giant.madox,clrjbs4bx0c4zpq0ib5e93eus,260187,33,1,14,9863.99,0,25,2024-01-18T14:46:54.190Z
raw_radical,clrjbrtvi0c4upq0ijq69nhi0,246632,49,1,54,9340.55,2520.18,25,2024-01-18T14:46:40.638Z
net_aglItter,clrjbqoud0c4rpq0i70o7u170,290344,32,1,3,9504.5,0,28.72566931677573,2024-01-18T14:45:47.462Z
Biskra,clrjbqnqv0c4opq0i3xleqgi1,309538,32,1,7,9460.9,0,17.38781734101138,2024-01-18T14:45:46.039Z
vassar,clrjbp8ot0c4ipq0i11kdcvjm,367972,40,1,15,12977.5,48.9183,25,2024-01-18T14:44:39.869Z
Rush-andrea,clrjbotky0c4fpq0iowax0jxq,263179,35,1,12,10845.5,926.093,12.82796411595787,2024-01-18T14:44:20.291Z
revet,clrjbm7bv0c45pq0ipkd62za0,212690,26,1,11,7401.3,210.7,23.11178343092019,2024-01-18T14:42:18.140Z
worst-ollie,clrjbkwhm0c42pq0io54dfmzu,257000,35,1,15,9750.3,0,25,2024-01-18T14:41:17.435Z
Lou90,clrjbkq5y0bl0oy0i5d8nlg83,176205,25,1,15,7088.01,0,11.98916183341369,2024-01-18T14:41:09.239Z
FairAmnion,clrjbjq2a0c3zpq0icwebdhti,251466,32,1,12,9386.25,0,14.97006053237103,2024-01-18T14:40:22.450Z
cobLe,clrjbiw9f0bkloy0itwf9ulw5,233834,36,1,15,10258.4,854.422,25,2024-01-18T14:39:43.827Z
Base,clrjbi8dq0c3ppq0i8yeaf8uy,250937,36,1,8,10170.3,0,25,2024-01-18T14:39:12.878Z
mikvah3,clrjbi5ql0c3mpq0ikrr931m3,296776,35,1,11,10120,0,19.59072884098887,2024-01-18T14:39:09.453Z
Dryanastice,clrjbhqye0c3hpq0i97djhlac,190663,25,1,15,7750.03,0,25,2024-01-18T14:38:50.294Z
Padded_bill,clrjbhksm0c3epq0ivuvb0w7y,182578,38,1,11,7121.65,2272.25,25,2024-01-18T14:38:42.311Z
Padded_bill,clrjbhksm0c3epq0ivuvb0w7y,182578,38,1,11,7121.65,2272.25,25,2024-01-18T14:38:42.311Z
Harold90,clrjbfl09086drl0iexoflgmu,171081,32,1,8,6554.94,829.051,25,2024-01-18T14:37:09.273Z
portal.Ivan,clrjbf4xl086arl0iju9hk18s,238343,32,1,15,9397.76,0,25,2024-01-18T14:36:48.441Z
Hydropic,clrjbdk7g0c33pq0iorlgwcok,228177,32,1,15,8964.45,122.15,25,2024-01-18T14:35:34.924Z
behah,clrjbcrcj0c30pq0im2fkmuuh,226796,71,2,54,9133.43,5661.37,25,2024-01-18T14:34:57.524Z
Kid.blintze,clrjb96qj0c2npq0i5i86vlsy,240302,41,1,22,9017,0,31.95717754628155,2024-01-18T14:32:10.843Z
Bud89,clrjb8eet0c2kpq0i53gsjw56,774568,107,3,132,29391.17,0,32.40893608541602,2024-01-18T14:31:34.133Z
Vastedmond,clrjb824l0867rl0ii74zn100,282129,31,1,4,9092.94,95.847,25,2024-01-18T14:31:18.213Z
Talyah0,clrjb7nwq0c2hpq0igaxvgidm,531772,68,2,69,20061.02,0,31.59200410353638,2024-01-18T14:30:59.787Z
Past.ElisEo,clrjb7f370864rl0ilbq11odt,178803,26,1,15,7238.37,0,25,2024-01-18T14:30:48.355Z
pepin997,clrjb6y650c2epq0ij70ybd6c,239553,41,1,13,9429.57,0,32.69852403927234,2024-01-18T14:30:26.429Z
Wild-alBURg,clrjb5g890bk7oy0i4zztz3y3,227586,26,1,7,7190.93,0,25,2024-01-18T14:29:16.521Z
Lofty_trent,clrjb4a19085zrl0if10i31yv,252805,32,1,7,9074.57,0,25,2024-01-18T14:28:21.838Z
happyBrett,clrjb3xaq0c2bpq0i0h7s22mf,392119,35,1,13,10267.6,0,25,2024-01-18T14:28:05.331Z
elvIn,clrjb2g9j0c28pq0im98zt6p3,510653,38,1,18,11817.8,0,8.321084013734309,2024-01-18T14:26:56.600Z
Armand,clrjb16xh0c23pq0iepk8neoc,284859,31,1,13,9887.04,0,25,2024-01-18T14:25:57.845Z
bad.linwood,clrjb0e8h0c20pq0iun43o15c,247569,33,1,1,9608.61,0,25,2024-01-18T14:25:20.658Z
Camise,clrjb07pv0bjwoy0iuijesv4d,969378,215,4,237,38981.7,11216.1,35.00705529850028,2024-01-18T14:25:12.212Z
Tupper,clrjb01tp0c1vpq0i469off0a,252525,34,1,5,9123.99,0,36.64664348347031,2024-01-18T14:25:04.574Z
Gigglyjame,clrjavhhu0c1kpq0ippi5tg0m,248762,41,1,6,9175.57,54.9302,25,2024-01-18T14:21:31.602Z
menado7,clrjav0as0c1fpq0iqj4e3cr7,181589,29,1,15,6999.68,1136.84,25,2024-01-18T14:21:09.317Z
87-riyal,clrjatidg0c1cpq0isnf7d62e,239248,34,1,2,8911.33,26.1468,25,2024-01-18T14:19:59.428Z
emile0,clrjar9pc0c19pq0i2ffb08hd,249649,38,1,14,10380.8,0,18.63376368785109,2024-01-18T14:18:14.881Z
Arianism,clrjaqq3l0c14pq0ib4e18v6p,190057,26,1,15,7057.03,0,20.26097931099228,2024-01-18T14:17:49.473Z
avery,clrjapcxv0c11pq0ik6hoqdmu,605180,70,2,67,21050.4,0,25.2406862744585,2024-01-18T14:16:45.763Z
Grave-pedro,clrjaoqvj0bjpoy0iqjq5hrdq,168413,25,1,7,6676.95,0,25,2024-01-18T14:16:17.167Z
pop-pompeii,clrjaodk1085nrl0ixvxqhs3t,236045,35,1,8,9202.4,168.356,34.77272143919321,2024-01-18T14:15:59.906Z
spitfIre,clrjanqzg085krl0ik3m4s7qp,226935,44,1,12,10350.7,101.92,25,2024-01-18T14:15:30.652Z
Valencia,clrjanng70c0wpq0isebcgvrn,285123,32,1,2,9700.42,0,24.99999999990945,2024-01-18T14:15:26.071Z
buster1,clrjan8eu0c0tpq0id4ke4jge,242794,40,1,15,10126,49.388,25,2024-01-18T14:15:06.582Z
Pure-grouty,clrjam6kz0c0qpq0ihivxkoa6,243723,32,1,10,9394.6,0,13.31533159685885,2024-01-18T14:14:17.555Z
Bubbler,clrjakq5e0c0npq0i3lxom9l1,242242,59,2,54,9461.5,3034.59,9.923077850339714,2024-01-18T14:13:09.603Z
Oleum0,clrjak54a0c0ipq0irlwhoivp,290379,32,1,5,9368.81,600.066,25,2024-01-18T14:12:42.346Z
Gibe0,clrjak4m70c0fpq0i92j54e8d,271154,32,1,1,9326.19,334.931,25,2024-01-18T14:12:41.696Z
Tried35,clrjajjw70c0cpq0ialy4tcxn,263164,42,1,14,10203.7,1039.12,17.32825253843699,2024-01-18T14:12:14.839Z
Own_Solomon,clrjai7rm085drl0iiplhxla8,168580,25,1,7,6572.32,767.701,25,2024-01-18T14:11:12.466Z
balkan,clrjahnn80c07pq0i6s8gdmnn,256173,28,1,15,8391.33,0,25,2024-01-18T14:10:46.389Z
81Jeffrey,clrjagwe30c00pq0ik8s61gt4,183628,28,1,11,7012.81,5.55063,9.063007084650023,2024-01-18T14:10:11.067Z
Gatha694,clrjafckc0bjmoy0i2v0xi54p,504840,73,2,59,18230.96,0,40.16120138519394,2024-01-18T14:08:58.716Z
blotch1,clrjadvko0bzspq0idodptmnp,562867,78,2,72,21706.2,1255.724,34.86343640486538,2024-01-18T14:07:50.040Z
mcmullen52,clrjad4kc0bzppq0i9gl1u7ui,234079,43,1,2,9240.39,1922.9,25,2024-01-18T14:07:15.036Z
Man0,clrjac6840bzmpq0ijd9u31ck,243769,41,1,3,9076.21,184.01,25,2024-01-18T14:06:30.532Z
single_Pat,clrjabctl0bzjpq0i7j4w0lw5,446330,58,2,65,17057.62,0,14.67767894960696,2024-01-18T14:05:52.425Z
Darnell40,clrjab402084yrl0ixiqdtnmf,250395,32,1,10,9479.76,0,25,2024-01-18T14:05:40.994Z
Aurelio8,clrjab3gs0bzepq0i49s56327,238718,47,1,5,9165.94,2869.79,25,2024-01-18T14:05:40.300Z
teevens,clrja9ebf084vrl0im1u904jq,458313,60,2,80,17684.99,591.631,32.42409709099576,2024-01-18T14:04:21.052Z
BrENton,clrja5oz20bzbpq0i2u0r2zxl,561808,67,2,62,19624.93,0,17.10855562289797,2024-01-18T14:01:28.238Z
Carnal-hypo,clrja3s9y0bz6pq0iu97v6m8y,240730,33,1,0,9048.69,510.391,25,2024-01-18T13:59:59.206Z
dull-emmett,clrja3bt80bjhoy0ipe6x40e2,241266,25,1,15,7231.61,0,33.89102179714909,2024-01-18T13:59:37.868Z
peipus52,clrja3bpg0bz3pq0ibanmn3wc,238061,31,1,11,8609.89,904.008,34.78326393026737,2024-01-18T13:59:37.732Z
Chicane,clrja2ld0084krl0ipbdjw6o4,235283,55,2,64,9465.44,3660.46,14.0600578495216,2024-01-18T13:59:03.588Z
fewer-Tracy,clrja18qq0bywpq0i7ecrw2u1,216130,25,1,15,7800.84,0,25,2024-01-18T13:58:00.578Z
variate,clrja0o0z0bytpq0imd2tb8pd,189385,26,1,12,7135.98,0,34.78326393026737,2024-01-18T13:57:33.731Z
munford0,clrja0a2g0byqpq0iifolnx0u,171291,32,1,7,6477.61,120.199,25,2024-01-18T13:57:15.640Z
51_murray,clrja023u0bjaoy0i23h6abu7,253913,35,1,15,10425.2,0,25,2024-01-18T13:57:05.323Z
Buck0,clrj9wx45084frl0iphxymvw6,248595,32,1,3,9286.67,0,24.17524747843843,2024-01-18T13:54:38.886Z
pOphErnADez,clrj9vpy40byhpq0i7ggoki78,260131,37,1,12,10292.8,0,25,2024-01-18T13:53:42.940Z
stoic.boyce,clrj9v3tg0bj7oy0ikdxlc5jy,492481,57,2,80,17332.44,0,19.83241651800904,2024-01-18T13:53:14.261Z
white-Pasta,clrj9v1eb0byepq0ig1avwklj,512549,73,2,76,19078.97,0,28.79151959283098,2024-01-18T13:53:11.123Z
YoungcaLeB,clrj9tp7f0by4pq0iebiihr9k,258191,32,1,10,9614.32,0,25,2024-01-18T13:52:08.667Z
Bent.trevor,clrj9rpll0bj1oy0iboebwzw6,254033,38,1,0,8934.36,0,8.281497686314093,2024-01-18T13:50:35.865Z
gilbert46,clrj9q4pp0bxzpq0im3zm4anm,227145,32,1,1,8461.67,910.395,23.78722025972829,2024-01-18T13:49:22.142Z
ryter,clrj9pws10biyoy0ic4m4q3pf,258462,32,1,12,9495.52,0,25,2024-01-18T13:49:11.858Z
Ignacio36,clrj9p9m60bxqpq0i1712yf23,501701,77,2,70,19517.47,1962.872,30.56241697954938,2024-01-18T13:48:41.839Z
Barred,clrj9p5pf0bxnpq0i4bu9wyjs,245717,37,1,15,10533,296.836,25,2024-01-18T13:48:36.772Z
grimJospeh,clrj9ojs90843rl0ifmh9syfj,231059,37,1,15,10037.5,834.71,25,2024-01-18T13:48:08.361Z
Regal.clair,clrj9ob2w0bivoy0ilkdd6nf8,164991,38,1,14,6570.72,1165.77,25,2024-01-18T13:47:57.081Z
lucky_Nedry,clrj9mreb0bxkpq0iwokmxvll,403577,52,2,80,14158.34,19.4374,24.86683750111592,2024-01-18T13:46:44.915Z
blackett,clrj9mqrn0bxhpq0int0p4egg,184272,44,1,12,6838.89,2220.06,25,2024-01-18T13:46:44.100Z
Lugsail,clrj9mbge0bxcpq0ina0h42bj,248403,26,1,30,7213.19,193.875,19.83660938629282,2024-01-18T13:46:24.254Z
ShaUN,clrj9k9s60bx9pq0iny1set5v,423459,40,1,30,12022.5,0,19.0270809629909,2024-01-18T13:44:48.775Z
Winged,clrj9k9270bx6pq0i7233ns1l,1187126,189,4,188,46409.14999999999,2426.5765,38.70306295342773,2024-01-18T13:44:47.839Z
First-meaty,clrj9k6r70bx3pq0iw227tjut,234223,35,1,8,9158.83,0,25.7931511712649,2024-01-18T13:44:44.851Z
old-emerson,clrj9k5om0bx0pq0i4jq96waz,232834,34,1,8,8925.64,951.72,22.36396397972524,2024-01-18T13:44:43.462Z
punjabi,clrj9caw10bimoy0ilz3vshe0,533879,70,2,65,19739.61,0,26.70728186242105,2024-01-18T13:38:36.962Z
vastrusert,clrj9bq840bwkpq0iabzem4c1,531740,63,2,74,16652.96,1785.838,21.99912274390578,2024-01-18T13:38:10.180Z
Pampuch519,clrj995920bwfpq0iasnm8ask,252941,26,1,15,7682.22,0,25,2024-01-18T13:36:09.686Z
urbanism,clrj95mej083irl0i94x32vfw,354659,48,1,45,13959.69,0,26.67960771753266,2024-01-18T13:33:25.292Z
Cutting,clrj94mw10bijoy0iqqe5buo3,233442,37,1,9,9252.45,0,25,2024-01-18T13:32:39.266Z
Podvin,clrj94h7y0bvypq0iik1f1l7v,199903,25,1,3,7126.52,112.436,25,2024-01-18T13:32:31.918Z
red_Maynard,clrj94fs00bvvpq0igr2tahlq,197936,26,1,15,7195.77,0,25.00000000002928,2024-01-18T13:32:30.048Z
Hypno516,clrj92prl0bvqpq0iky4jqosb,262292,32,1,7,9366.48,0,24.99999999991746,2024-01-18T13:31:09.682Z
Solberg,clrj92172083drl0i0os8e5h4,188191,23,1,10,6894.8,99.9621,25,2024-01-18T13:30:37.838Z
trackman,clrj91lpw083arl0iy08mx6xs,417606,93,2,68,15925.57,4827.83,38.28373657457108,2024-01-18T13:30:17.780Z
hefty.Alton,clrj90roo0bvjpq0i8ynyanft,263295,38,1,15,11098.2,95.9473,25,2024-01-18T13:29:38.857Z
leo,clrj8y81w0biaoy0i03o08ba8,525696,65,2,80,19692.12,0,17.75820215267506,2024-01-18T13:27:40.101Z
shanel756,clrj8xruu0bv9pq0iqfk4nama,511435,63,2,54,18378.32,18.9428,25.06749141003679,2024-01-18T13:27:19.111Z
padded_neil,clrj8w8ua0bi7oy0i3n1ubz6b,199029,23,1,15,6994.42,0,22.00401034918038,2024-01-18T13:26:07.810Z
EfrEn,clrj8urp70bi0oy0iy6h247hf,251032,32,1,6,9196.89,0,25,2024-01-18T13:24:58.940Z
mediNA0,clrj8uc8c0bv2pq0i6agec93a,277678,35,1,13,10569.1,0,25,2024-01-18T13:24:38.893Z
16_Acnode,clrj8sf5o0buzpq0ipdggw6ur,280869,32,1,15,9752.08,0,20.01936814117579,2024-01-18T13:23:09.372Z
ernesto848,clrj8qu0f0bhpoy0ij9lcumn8,185472,32,1,13,7092.7,1027.5,25,2024-01-18T13:21:55.312Z
Jackpot,clrj8qg240bhkoy0i47j1ieqe,167380,32,1,3,6480.26,759.768,25,2024-01-18T13:21:37.228Z
TrEnT0,clrj8ppog0bunpq0izmrf3a00,254691,32,1,5,9543.32,0,25,2024-01-18T13:21:03.040Z
Marcos7,clrj8pkgh0bukpq0i9ygxp3o7,289895,35,1,15,10520.8,0,25,2024-01-18T13:20:56.274Z
danny0,clrj8olwe082qrl0i7lzs7kct,344537,35,1,15,10558.2,0,16.92973210269654,2024-01-18T13:20:11.486Z
